Federal Provider Number,Provider Name,Provider State,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Location,Processing Date
175540,NOTTINGHAM HEALTH AND REHABILITATION,KS,3,,2,,3,,5,,5,,"14200 W 134TH PLACE
OLATHE, KS 66062
",02/01/2017
175551,"TWO TRAILS HEALTHCARE, INC, DBA THE HEALTHCARE RES",KS,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"21250 WEST 151ST STREET
OLATHE, KS 66061
",02/01/2017
175558,"IRON HORSE HEALTHCARE, INC, DBA THE HEALTHCARE RES",KS,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"5401 W 143RD STREET
LEAWOOD, KS 66224
",02/01/2017
17E356,SATANTA DISTRICT HOSPITAL LTCU,KS,5,,4,,2,,5,,5,,"159 SATANTA
KS 67870
",02/01/2017
395951,LEHIGH VALLEY HOSPITAL TSU,PA,5,,4,,3,,5,,5,,"17TH
ALLENTOWN, PA 18105
(40.601626, -75.471385)",02/01/2017
415060,AVALON NURSING HOME,RI,4,,2,,5,,4,,5,,"57 STOKES STREET
WARWICK, RI 02889
(41.719056, -71.375617)",02/01/2017
185164,BARBOURVILLE HEALTH AND REHABILITATION CENTER,KY,4,,4,,2,,3,,3,,"65 MINTON HICKORY FARM ROAD
BARBOURVILLE, KY 40906
",02/01/2017
185209,RIVERSIDE CARE & REHABILITATION CENTER,KY,2,,1,,5,,2,,2,,"190 EAST HWY
CALHOUN, KY 42327
",02/01/2017
185213,WOLFE COUNTY HEALTH AND REHABILITATION CENTER,KY,4,,4,,3,,3,,3,,"850 HWY
CAMPTON, KY 41301
",02/01/2017
185258,LAKE WAY NURSING AND REHABILITATION CENTER,KY,2,,2,,4,,3,,3,,"2607 MAIN STREET HWY
BENTON, KY 42025
",02/01/2017
185273,"OWSLEY COUNTY HEALTH CARE CENTER, INC",KY,4,,3,,3,,4,,5,,"20 COUNTRY BARN ROAD
BOONEVILLE, KY 41314
",02/01/2017
185282,SOUTH SHORE NURSING & REHABILITATION CENTER,KY,5,,4,,5,,3,,4,,,02/01/2017
185320,LIFE CARE CENTER OF LA CENTER,KY,2,,2,,4,,3,,3,,"252 W 5TH STREET
LA CENTER, KY 42056
",02/01/2017
185364,OWENTON CENTER,KY,1,,2,,1,,1,,1,,"905 HWY
OWENTON, KY 40359
",02/01/2017
185415,ELLIOTT NURSING AND REHABILITATION CENTER,KY,3,,3,,4,,3,,3,,"32 EAST HOWARD CREEK RD
SANDY HOOK, KY 41171
",02/01/2017
195258,GRACE NURSING HOME,LA,3,,4,,2,,1,,1,,"1181 HWY
SLAUGHTER, LA 70777
",02/01/2017
195305,"RACELAND MANOR NURSING HOME, INC",LA,1,,1,,1,,2,,2,,"4302 HWY
RACELAND, LA 70394
",02/01/2017
195307,MAISON DE'VILLE NURSING HOME,LA,1,,1,,1,,3,,3,,"107 SOUTH HOLLYWOOD DRIVE
HOUMA, LA 70360
",02/01/2017
195313,ST AGNES HEALTHCARE AND REHAB CENTER,LA,5,,4,,5,,2,,1,,"606 LATIOLAIS ROAD
BREAUX BRIDGE, LA 70517
",02/01/2017
195348,LACOMBE NURSING CENTER,LA,3,,4,,1,,3,,3,,"28119 HWY
LACOMBE, LA 70445
",02/01/2017
195373,RAYVILLE NURSING & REHABILITATION  CENTER INC,LA,1,,2,,1,,1,,1,,"294 HWY
RAYVILLE, LA 71269
",02/01/2017
195416,"ROSEPINE RETIREMENT & REHAB CENTER, LLC",LA,1,,2,,1,,3,,3,,"18364 CENTRAL AVENUE
ROSEPINE, LA 70659
",02/01/2017
195447,HERITAGE MANOR WEST,LA,1,,1,,4,,1,,2,,"7060 COTTONWOOD BLVD
SHREVEPORT, LA 71129
",02/01/2017
195489,RIVIERE DE SOLEIL COMMUNITY CARE CENTER,LA,2,,2,,3,,2,,1,,"7408 HWY
MANSURA, LA 71350
",02/01/2017
195493,KINDER RETIREMENT AND REHABILITATION CENTER,LA,5,,4,,5,,3,,2,,"13938 HWY
KINDER, LA 70648
",02/01/2017
195498,ASSUMPTION HEALTHCARE AND REHABILITATION,LA,3,,3,,2,,2,,3,,"252 HWY
NAPOLEONVILLE, LA 70390
",02/01/2017
195508,"ST FRANCISVILLE COUNTRY MANOR, LLC",LA,2,,3,,2,,1,,1,,"15243 HWY
SAINT FRANCISVILLE, LA 70775
",02/01/2017
195510,"RUSTON NURSING AND REHABILITATION CENTER,LLC",LA,1,,2,,1,,1,,1,,"3720 HWY
RUSTON, LA 71270
",02/01/2017
195524,GOLDEN AGE HEALTHCARE AND REHABILITATION CENTER,LA,4,,3,,5,,2,,2,,"27090 HWY
DENHAM SPRINGS, LA 70726
",02/01/2017
195546,BAYOU CHATEAU NURSING CTR,LA,4,,4,,2,,2,,2,,"16232 HWY
SIMMESPORT, LA 71369
",02/01/2017
195552,TRI-COMMUNITY NURSING CENTER,LA,4,,4,,2,,2,,2,,"7014 HWY
PALMETTO, LA 71358
",02/01/2017
195554,LEGRAND HEALTHCARE AND REHABILITATION CENTER,LA,1,,1,,3,,1,,1,,"2650 HOLT STREET
BASTROP, LA 71220
",02/01/2017
195559,HESSMER NURSING HOME,LA,3,,4,,1,,2,,2,,"3707 HWY
HESSMER, LA 71341
",02/01/2017
195567,MAISON DU MONDE LIVING CENTER,LA,1,,1,,4,,2,,1,,"4000 RODEO ROAD
ABBEVILLE, LA 70510
",02/01/2017
195579,PRESBYTERIAN VILLAGE OF HOMER,LA,2,,3,,1,,2,,2,,"3700 HWY
HOMER, LA 71040
",02/01/2017
195580,AVOYELLES MANOR NURSING HOME,LA,3,,3,,5,,1,,1,,"5682 HWY
DUPONT, LA 71329
",02/01/2017
195610,ST HELENA PARISH NURSING HOME,LA,3,,2,,2,,4,,3,,"32 NORTH 2ND STREET
GREENSBURG, LA 70441
",02/01/2017
195620,POINTE COUPEE HEALTHCARE,LA,5,,5,,4,,3,,3,,"1820 FALSE RIVER ROAD
NEW ROADS, LA 70760
",02/01/2017
205018,TAMC - AROOSTOOK MEDICAL CENTER,ME,4,,3,,2,,5,,5,,"410 MARS HILL
ME 04758
",02/01/2017
205111,COUNTRY MANOR NURSING HOME,ME,5,,3,,5,,4,,5,,"132 MAIN STREET
COOPERS MILLS, ME 04341
",02/01/2017
205129,MERCY HOME,ME,3,,2,,3,,4,,5,,"228 EAGLE LAKE
ME 04739
",02/01/2017
205145,SEAPORT VILLAGE HEALTHCARE,ME,1,,1,,1,,5,,5,,"19 GENERAL MOORE WAY
ELLSWORTH, ME 04605
",02/01/2017
44E166,HARDIN HOME,TN,5,,5,,5,,,Data Not Available,,Data Not Available,"1620 WAYNE ROAD
SAVANNAH, TN 38372
(35.226543, -88.218812)",02/01/2017
475048,DERBY GREEN NURSING HOME,VT,5,,5,,5,,4,,5,,"24 DERBY
VT 05829
(44.959577, -72.122145)",02/01/2017
215115,FROSTBURG VILLAGE,MD,1,,1,,1,,3,,4,,"ONE KAYLOR CIRCLE
FROSTBURG, MD 21532
",02/01/2017
215269,"TRANSITIONS HEALTHCARE ELKTON, LLC",MD,2,,2,,1,,4,,4,,"ONE PRICE DRIVE
ELKTON, MD 21921
",02/01/2017
215283,TRANSITIONAL CARE SERVICES AT MERCY MEDICAL CENTER,MD,4,,4,,1,,5,,5,,"301 ST PAUL PLACE
BALTIMORE, MD 21202
",02/01/2017
225080,RIVERCREST LONG TERM CARE,MA,4,,3,,4,,4,,5,,,02/01/2017
225191,LIFE CARE CENTER OF ACTON,MA,5,,3,,5,,4,,4,,"ONE GREAT ROAD
ACTON, MA 01720
",02/01/2017
225222,NEWTON WELLESLEY CENTER FOR ALZHEIMER'S CARE,MA,4,,3,,5,,3,,3,,"694 WORCESTER RD
WELLESLEY FMS, MA 02181
",02/01/2017
225249,WILLIMANSETT CENTER EAST,MA,4,,3,,5,,2,,3,,"11 ST ANTHONY STREET
CHICOPEE, MA 01013
",02/01/2017
225250,FAIRVIEW COMMONS NURSING & REHABILITATION CENTER,MA,3,,2,,4,,4,,5,,,02/01/2017
225271,PORT HEALTHCARE CENTER,MA,3,,3,,1,,4,,4,,"HALE
NEWBURYPORT, MA 01950
",02/01/2017
225400,WAKEFIELD CENTER,MA,2,,2,,3,,3,,4,,"ONE BATHOL STREET
WAKEFIELD, MA 01880
",02/01/2017
225409,NEVINS NURSING & REHABILITATION CENTER,MA,3,,2,,3,,4,,4,,"TEN INGALLS COURT
METHUEN, MA 01844
",02/01/2017
225463,COUNTRYSIDE HEALTH CARE OF MILFORD,MA,5,,4,,2,,5,,5,,,02/01/2017
225587,KINDRED NURSING AND REHABILITATION-TOWER HILL,MA,2,,2,,2,,3,,3,,"ONE MEADOWBROOK WAY
CANTON, MA 02021
",02/01/2017
225630,WINDEMERE NURSING & REHAB CTR ON MARTHAS VINEYARD,MA,5,,4,,5,,4,,4,,"ONE HOSPITAL ROAD
OAK BLUFFS, MA 02557
",02/01/2017
225692,EMERSON REHABILITATION & TRANSITIONAL CARE UNIT,MA,5,,5,,4,,5,,5,,"NINE ACRE CORNER
WEST CONCORD, MA 01742
",02/01/2017
225739,DWYER HOME,MA,5,,4,,5,,5,,5,,"25 STONEHAVEN DRIVE
WEYMOUTH, MA 02190
",02/01/2017
225772,OUR ISLAND HOME,MA,3,,2,,2,,5,,5,,,02/01/2017
235123,"DURAND SENIOR CARE AND REHAB CENTER, L L C",MI,4,,3,,5,,3,,5,,"8750 E MONROE RD
DURAND, MI 48429
",02/01/2017
235197,HILLSDALE CO MEDICAL CARE FACI,MI,2,,1,,2,,4,,3,,"140 W MECHANIC ST
HILLSDALE, MI 49242
",02/01/2017
235294,METRON OF CEDAR SPRINGS,MI,5,,4,,5,,3,,3,,"400 JEFFREY
CEDAR SPRINGS, MI 49319
",02/01/2017
235312,METRON OF BIG RAPIDS,MI,4,,3,,4,,4,,5,,"725 W FULLER
BIG RAPIDS, MI 49307
",02/01/2017
235332,WESTLAND CONVALESCENT & REHAB CENTER,MI,1,,1,,1,,2,,1,,"36137 W WARREN
WESTLAND, MI 48185
",02/01/2017
235511,HILLTOP MANOR HEALTH CARE CENTER,MI,1,,1,,1,,3,,4,,"1290 E MICHIGAN HWY
ROSCOMMON, MI 48653
",02/01/2017
235545,REGENCY AT WHITMORE LAKE,MI,3,,3,,2,,3,,3,,"8633 N MAIN ST
WHITMORE LAKE, MI 48189
",02/01/2017
235591,ROUBAL CARE AND REHAB CENTER,MI,5,,4,,5,,4,,4,,"306 MAPLE STREET
STEPHENSON, MI 49887
",02/01/2017
235600,MEDILODGE OF MONTROSE INC,MI,1,,1,,4,,3,,3,,"9317 W VIENNA RD
MONTROSE, MI 48457
",02/01/2017
235711,LAW-DEN NURSING HOME,MI,3,,2,,5,,2,,1,,"1640 WEBB AVE
DETROIT, MI 48206
",02/01/2017
235713,GENESYS SHORT-TERM REHABILITATION CENTER,MI,4,,5,,1,,,Data Not Available,,Data Not Available,"ONE GENESYS PARKWAY
GRAND BLANC, MI 48439
",02/01/2017
235715,WELLBRIDGE OF FENTON,MI,5,,5,,3,,5,,5,,"901 PINE CREEK DRIVE
FENTON, MI 48430
",02/01/2017
245227,BAYSHORE RESIDENCE & REHAB CTR,MN,1,,1,,1,,4,,4,,"1601 ST LOUIS AVENUE
DULUTH, MN 55802
",02/01/2017
245243,GRANITE MANOR,MN,3,,2,,2,,5,,5,,"250 JORDAN DRIVE
GRANITE FALLS, MN 56241
",02/01/2017
245252,THIEF RIVER CARE CENTER,MN,3,,2,,4,,4,,4,,"2001 EASTWOOD DRIVE
THIEF RIVER FALLS, MN 56701
",02/01/2017
245315,TRIMONT HEALTH CARE CENTER,MN,5,,3,,5,,4,,4,,"303 BROADWAY AVENUE SOUTH
TRIMONT, MN 56176
",02/01/2017
245426,KODA LIVING COMMUNITY,MN,3,,2,,3,,5,,5,,"2255 30TH STREET NW
OWATONNA, MN 55060
",02/01/2017
245475,PARKVIEW HOME,MN,5,,3,,5,,4,,5,,"102 COUNTY STATE AID HIGHWAY
BELVIEW, MN 56214
",02/01/2017
245552,COLONIAL MANOR OF BALATON,MN,3,,2,,4,,4,,3,,"219 BALATON
MN 56115
",02/01/2017
245562,ELDERS HOME INC,MN,3,,3,,1,,4,,5,,,02/01/2017
245627,TRILLIUM WOODS,MN,5,,5,,4,,4,,4,,"14585 59TH AVENUE NORTH
PLYMOUTH, MN 55446
",02/01/2017
255179,"LEAKESVILLE REHABILITATION AND NURSING CENTER, INC",MS,3,,2,,2,,4,,3,,"1300 MELODY LANE
LEAKESVILLE, MS 39451
",02/01/2017
255292,LEGACY MANOR NURSING AND REHABILITATION,MS,1,,1,,3,,3,,3,,"1935 NORTH THEOBOLD EXTENSION
GREENVILLE, MS 38704
",02/01/2017
255313,DUGAN MEMORIAL HOME,MS,4,,4,,2,,4,,3,,"804 EAST MAIN STREET
WEST POINT, MS 39773
",02/01/2017
255314,WASHINGTON CARE CENTER,MS,4,,4,,3,,4,,4,,"1920 LISA DRIVE
GREENVILLE, MS 38703
",02/01/2017
255318,J G ALEXANDER NURSING CENTER,MS,4,,3,,3,,4,,4,,"15 UNION
UNION, MS 39365
",02/01/2017
255340,NORTH POINTE HEALTH & REHABILITATION,MS,4,,4,,3,,4,,4,,"211 WINDMILL DRIVE
MERIDIAN, MS 39305
",02/01/2017
25A401,JNH-MONROE INN,MS,5,,5,,5,,4,,4,,"3550 HWY 468 WEST PO BOX 207
WHITFIELD, MS 39193
",02/01/2017
25A402,JNH-JEFFERSON INN,MS,4,,3,,4,,4,,3,,"3550 HWY
WHITFIELD, MS 39193
",02/01/2017
25A403,JNH-ADAMS INN,MS,5,,4,,5,,4,,4,,"3550 HIGHWAY 468 WEST PO BOX 207
WHITFIELD, MS 39193
",02/01/2017
265105,DELMAR GARDENS WEST,MO,2,,2,,4,,3,,2,,"13550 SOUTH OUTER 40 ROAD
TOWN AND COUNTRY, MO 63017
",02/01/2017
265258,BELLEVIEW VALLEY NURSING HOME,MO,3,,3,,2,,3,,3,,"23144 HIGHWAY
BELLEVIEW, MO 63623
",02/01/2017
265312,GAINESVILLE HEALTH CARE CENTER,MO,4,,3,,4,,4,,4,,"77 MEDICAL DRIVE
GAINESVILLE, MO 65655
",02/01/2017
265335,WILLOW CARE NURSING HOME,MO,4,,3,,2,,4,,4,,"2646 STATE ROUTE 76
WILLOW SPRINGS, MO 65793
",02/01/2017
265368,BIRCH VIEW NURSING CENTER,MO,4,,3,,2,,4,,4,,"2 BOX
BIRCH TREE, MO 65438
",02/01/2017
265456,TRUMAN GARDENS,MO,1,,1,,2,,3,,3,,"17451 EAST MEDICAL CENTER PARKWAY
INDEPENDENCE, MO 64057
",02/01/2017
265548,MINER NURSING CENTER,MO,5,,4,,5,,,Data Not Available,,Data Not Available,"410 H ROAD
SIKESTON, MO 63801
",02/01/2017
265578,NORMANDY NURSING CENTER,MO,3,,2,,5,,2,,3,,"7301 ST CHARLES ROCK RD
SAINT LOUIS, MO 63133
",02/01/2017
265743,RIVERVIEW AT THE PARK CARE AND REHABILITATION CTR,MO,3,,2,,3,,4,,3,,"1100 PROGRESS PARKWAY
SAINTE GENEVIEVE, MO 63670
",02/01/2017
265763,KNOX COUNTY NURSING HOME DISTRICT,MO,5,,3,,5,,4,,3,,"55774 STATE HIGHWAY
EDINA, MO 63537
",02/01/2017
265788,SCOTLAND COUNTY CARE CENTER,MO,5,,3,,5,,4,,3,,"434 E SIGLER AVENUE
MEMPHIS, MO 63555
",02/01/2017
265816,SCHUYLER COUNTY NURSING HOME,MO,1,,1,,1,,4,,4,,"1306 US HIGHWAY
QUEEN CITY, MO 63561
",02/01/2017
265825,ELSBERRY MISSOURI HEALTH CARE CENTER,MO,5,,4,,5,,2,,3,,"1827 HWY
ELSBERRY, MO 63343
",02/01/2017
265838,LIFE CARE CENTER OF FLORISSANT,MO,3,,2,,4,,4,,4,,"1201 GARDEN PLAZA DRIVE
FLORISSANT, MO 63033
",02/01/2017
265848,COMMUNITIES OF WILDWOOD RANCH,MO,5,,5,,4,,3,,1,,"3222 SOUTH JOHN DUFFY DRIVE
JOPLIN, MO 64804
",02/01/2017
265849,MCKNIGHT PLACE EXTENDED CARE,MO,4,,3,,5,,3,,2,,"TWO MCKNIGHT PLACE
SAINT LOUIS, MO 63124
",02/01/2017
26A469,PEMISCOT COUNTY MEMORIAL HOSPITAL,MO,2,,1,,5,,3,,1,,"489 HIGHWAY 61 AND REED STREET
HAYTI, MO 63851
",02/01/2017
275053,CEDAR WOOD HEALTHCARE COMMUNITY,MT,5,,3,,5,,4,,5,,"1 S OAKS
RED LODGE, MT 59068
",02/01/2017
275056,ELKHORN HEALTHCARE & REHABILITATION,MT,3,,3,,2,,3,,3,,"474 HWY
CLANCY, MT 59634
",02/01/2017
275061,MARIAS CARE CENTER,MT,1,,1,,1,,5,,5,,"630 PARK DRIVE
SHELBY, MT 59474
",02/01/2017
275087,POWDER RIVER MANOR,MT,4,,3,,4,,5,,5,,"104 N TRAUTMAN
BROADUS, MT 59317
",02/01/2017
275094,LAKE VIEW HEALTHCARE COMMUNITY,MT,2,,2,,4,,3,,4,,"1050 GRAND AVE
BIGFORK, MT 59911
",02/01/2017
275133,BLACKFEET CARE CENTER,MT,1,,1,,3,,2,,4,,"728 S GOVERNMENT SQ
BROWNING, MT 59417
",02/01/2017
676306,HOLLY HALL,TX,4,,4,,2,,,Data Not Available,,Data Not Available,"2000 HOLLY HALL ST
HOUSTON, TX 77054
(29.685249, -95.401248)",02/01/2017
275153,AWE KUALAWAACHE CARE CENTER,MT,2,,1,,5,,5,,5,,"10131 S HERITAGE RD
CROW AGENCY, MT 59022
",02/01/2017
285273,PLAINVIEW MANOR,NE,5,,4,,2,,5,,5,,"101 HARPER STREET
PLAINVIEW, NE 68769
",02/01/2017
285278,NYE LEGACY HEALTH & REHABILITATION CENTER,NE,5,,5,,5,,5,,5,,"3210 N CLARKSON
FREMONT, NE 68025
",02/01/2017
285297,BROOKESTONE VIEW,NE,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"850 LAUREL PARKWAY DRIVE
BROKEN BOW, NE 68822
",02/01/2017
28A065,CARL T CURTIS HEALTH EDUCATION CENTER NURSING HOME,NE,3,,4,,1,,4,,4,,"250 MACY
NE 68039
",02/01/2017
28E279,BLUE VALLEY LUTHERAN CARE HOME,NE,5,,3,,5,,4,,4,,"755 SOUTH 3RD STREET
HEBRON, NE 68370
",02/01/2017
28E300,OGLALA SIOUX LAKOTA NURSING HOME,NE,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,,Too New to Rate,"7835 ELDERS DRIVE
RUSHVILLE, NE 69360
",02/01/2017
295001,LEFA SERAN SNF,NV,2,,1,,4,,5,,5,,"1510 HAWTHORNE
NV 89415
",02/01/2017
295011,SOUTH LYON MEDICAL CENTER,NV,3,,2,,2,,5,,5,,"940 YERINGTON
NV 89447
",02/01/2017
295050,LIFE CARE CENTER OF RENO,NV,5,,5,,5,,3,,4,,"445 W HOLCOMB LANE
RENO, NV 89511
",02/01/2017
295082,GARDNERVILLE  HEALTH & REHAB  CENTER,NV,2,,3,,2,,1,,2,,"1573 MULLER PKWY
GARDNERVILLE, NV 89410
",02/01/2017
30E059,GLENCLIFF HOME FOR THE ELDERLY,NH,4,,4,,1,,5,,5,,"393 HIGH STREET
GLENCLIFF, NH 03238
",02/01/2017
315002,CARE ONE AT SOMERSET VALLEY,NJ,5,,4,,5,,4,,5,,"1621 ROUTE
BOUND BROOK, NJ 08805
",02/01/2017
315057,MERRY HEART NURSING HOME,NJ,5,,5,,5,,4,,5,,"200 RT
SUCCASUNNA, NJ 07876
",02/01/2017
315134,GREEN KNOLL CENTER,NJ,4,,3,,5,,3,,4,,"875 ROUTE
BRIDGEWATER, NJ 08807
",02/01/2017
315144,MEDFORD LEAS,NJ,5,,4,,5,,5,,5,,"ONE MEDFORD LEAS WAY
MEDFORD, NJ 08055
",02/01/2017
315161,FRIENDS VILLAGE AT WOODSTOWN,NJ,4,,3,,2,,5,,5,,"ONE FRIENDS DRIVE
WOODSTOWN, NJ 08098
",02/01/2017
315185,LINWOOD CARE CENTER,NJ,1,,2,,2,,1,,1,,"201 NEW ROAD AND CENTRAL AVE
LINWOOD, NJ 08221
",02/01/2017
315205,MAJESTIC CENTER FOR REHAB & SUB-ACUTE CARE,NJ,2,,1,,5,,3,,2,,"TWO COOPER PLAZA
CAMDEN, NJ 08103
",02/01/2017
315206,MANAHAWKIN CONV CTR,NJ,1,,1,,1,,1,,1,,"1211 RT
MANAHAWKIN, NJ 08050
",02/01/2017
315259,MANOR CARE MOUNTAINSIDE,NJ,2,,1,,5,,3,,4,,"1180 ROUTE
MOUNTAINSIDE, NJ 07092
",02/01/2017
315266,PARK CRESCENT HEALTHCARE & REHABILITATION CENTER,NJ,4,,3,,5,,3,,3,,"480 PARKWAY DRIVE
EAST ORANGE, NJ 07017
",02/01/2017
315269,MONROE VILLAGE HEALTH CARE CENTER,NJ,5,,5,,4,,3,,3,,"ONE DAVID BRAINERD DRIVE
MONROE TOWNSHIP, NJ 08831
",02/01/2017
315291,ATRIUM POST ACUTE CARE OF WAYNEVIEW,NJ,4,,3,,5,,3,,4,,"2020 RT
WAYNE, NJ 07470
",02/01/2017
315292,APPLEWOOD ESTATES,NJ,1,,1,,1,,4,,4,,,02/01/2017
315321,GOLDEN LIVINGCENTER - OLD BRIDGE,NJ,1,,1,,1,,3,,3,,"6989 RT18
OLD BRIDGE, NJ 08857
",02/01/2017
315356,SKILLED NURSING AT FELLOWSHIP VILLAGE,NJ,5,,4,,5,,5,,5,,"8000 FELLOWSHIP DRIVE
BASKING RIDGE, NJ 07920
",02/01/2017
315389,HACKENSACK-UMC MOUNTAINSIDE,NJ,5,,5,,5,,,Data Not Available,,Data Not Available,"ONE BAY AVE
MONTCLAIR, NJ 07042
",02/01/2017
315441,HOLY NAME FRIARY,NJ,5,,5,,2,,5,,5,,"TWO MORRIS ROAD
RINGWOOD, NJ 07456
",02/01/2017
315505,CLARA MAASS MEDICAL CENTER,NJ,5,,4,,2,,5,,5,,"ONE CLARA MAASS DRIVE
BELLEVILLE, NJ 07109
",02/01/2017
315513,"POWERBACK REHABILITATION, ROUTE 73",NJ,5,,3,,5,,5,,5,,"113 SOUTH ROUTE
VOORHEES, NJ 08043
",02/01/2017
325108,CASA DEL SOL CENTER,NM,2,,3,,2,,1,,2,,"2905 EAST MISSOURI
LAS CRUCES, NM 88011
",02/01/2017
325120,FORT BAYARD MEDICAL CENTER,NM,4,,3,,2,,5,,5,,"41 FORT BAYARD ROAD
SANTA CLARA, NM 88026
",02/01/2017
325127,THE RIO AT CABEZON,NM,2,,2,,3,,2,,4,,"2410 19TH STREET
RIO RANCHO, NM 87124
",02/01/2017
335044,FAR ROCKAWAY NURSING HOME,NY,1,,1,,3,,2,,2,,"13 11 VIRGINA ST
FAR ROCKAWAY, NY 11691
",02/01/2017
335077,NORTHWOODS REHAB AND E C F AT MORAVIA,NY,1,,1,,4,,1,,1,,"1079 MORAVIA
NY 13118
",02/01/2017
335098,FINGER LAKES HEALTH,NY,2,,1,,2,,4,,4,,"196 198 NORTH STREET
GENEVA, NY 14456
",02/01/2017
335130,THE GRAND REHABILITATION & NURSING AT QUEENS,NY,5,,5,,5,,4,,3,,"157 15 19TH AVENUE
WHITESTONE, NY 11357
",02/01/2017
335132,PARKER JEWISH INSTITUTE FOR H C & REHAB,NY,5,,4,,5,,3,,4,,"271 11 76TH AVE
NEW HYDE PARK, NY 11040
",02/01/2017
335139,FOREST HILLS CARE CENTER,NY,5,,4,,5,,3,,4,,"71 44 YELLOWSTONE BLVD
FOREST HILLS, NY 11375
",02/01/2017
335143,MEADOW PARK REHAB HLTH CTR L L C,NY,1,,1,,2,,1,,2,,"78 10 164TH STREET
FLUSHING, NY 11366
",02/01/2017
335146,FAIRVIEW NURSING CARE CTR INC,NY,5,,5,,4,,4,,5,,"69 70 GRAND CENTRAL PARKWAY
FOREST HILLS, NY 11375
",02/01/2017
335154,WATERVIEW NURSING CARE CENTER,NY,3,,3,,5,,1,,1,,"119 15 27TH AVENUE
FLUSHING, NY 11354
",02/01/2017
335155,WINDSOR PARK NURSING HOME,NY,5,,5,,5,,3,,5,,"212 40 HILLSIDE AVENUE
QUEENS VILLAGE, NY 11427
",02/01/2017
335162,SOUTH POINT PLAZA NURSING & REHABILITATION CENTER,NY,3,,3,,5,,1,,2,,"ONE LONG BEACH ROAD
ISLAND PARK, NY 11558
",02/01/2017
335165,NEW SURFSIDE NURSING HOME,NY,4,,4,,5,,1,,2,,"22 41 NEW HAVEN AVENUE
FAR ROCKAWAY, NY 11691
",02/01/2017
335185,CEDAR MANOR NURSING & REHABILITATION CENTER,NY,5,,4,,5,,2,,4,,,02/01/2017
335204,AURELIA OSBORN FOX MEMORIAL HO,NY,1,,1,,4,,2,,2,,"ONE NORTON AVENUE
ONEONTA, NY 13820
",02/01/2017
335212,THE VILLAGES OF ORLEANS HEALTH AND REHAB CTR,NY,1,,1,,2,,1,,1,,"14012 ROUTE
ALBION, NY 14411
",02/01/2017
335259,WATERVIEW HILLS REHABILITATION AND NRSG CTR,NY,5,,5,,5,,1,,2,,"537 ROUTE
PURDY STATION, NY 10578
",02/01/2017
335261,SOMERS MANOR REHABILITATION & NURSING CENTER,NY,3,,3,,3,,2,,3,,"100 SOMERS
NY 10589
",02/01/2017
335266,WOODCREST REHAB & RESIDENTIAL H C CENTER L L C,NY,4,,4,,5,,1,,2,,"119 09 26TH AVENUE
FLUSHING, NY 11354
",02/01/2017
335269,THE WARTBURG HOME,NY,5,,5,,5,,1,,1,,,02/01/2017
335274,SAN SIMEON BY THE SOUND CTR FOR NRSG & REHAB,NY,2,,1,,5,,3,,2,,"2122 GREENPORT
NY 11944
",02/01/2017
335299,NEW GLEN OAKS N H,NY,4,,3,,5,,3,,3,,"260 01 79TH AVENUE
GLEN OAKS, NY 11004
",02/01/2017
335310,FOREST VIEW CTR  REHAB NURSING,NY,4,,3,,5,,2,,2,,"71 20 110TH STREET
FOREST HILLS, NY 11375
",02/01/2017
335317,PARK TERRACE CARE CENTER,NY,5,,5,,5,,2,,3,,"59 20 VAN DOREN STREET
CORONA, NY 11368
",02/01/2017
335327,BRIDGE VIEW NURSING HOME INC,NY,1,,1,,4,,1,,1,,"143 10 20TH AVE
WHITESTONE, NY 11357
",02/01/2017
335333,HOLLIS PARK MANOR NURSING HOME,NY,4,,4,,3,,3,,3,,"191 06 HILLSIDE AVENUE
HOLLIS, NY 11423
",02/01/2017
335336,MARGARET TIETZ CENTER FOR NURSING,NY,5,,5,,5,,1,,2,,"164 11 CHAPIN PARKWAY
JAMAICA, NY 11432
",02/01/2017
335340,"THE COTTAGES AT GARDEN GROVE, A  S N COMMUNITY",NY,3,,2,,4,,4,,3,,"5460 MELTZER COURT
CICERO, NY 13039
",02/01/2017
335344,CHASEHEALTH REHAB & RESIDENTIAL CARE,NY,2,,2,,4,,3,,3,,"ONE TERRACE HEIGHTS
NEW BERLIN, NY 13411
",02/01/2017
335348,NORTHERN DUTCHESS R H C F INC,NY,4,,4,,3,,4,,4,,"6526 SPRINGBROOK
RHINEBECK, NY 12572
",02/01/2017
335349,CLIFFSIDE REHAB & H C C,NY,3,,3,,3,,3,,3,,"119 19 GRAHAM COURT
FLUSHING, NY 11354
",02/01/2017
335363,OZANAM HALL OF QUEENS NURSING,NY,5,,3,,5,,4,,4,,"42 41 201ST STREET
BAYSIDE, NY 11361
",02/01/2017
